transPattern.pattern,transPattern.description,template.source_pattern,template.source_route_partition,transPattern.blockEnable,transPattern.calledPartyNumberType,transPattern.calledPartyNumberingPlan,transPattern.callingLinePresentationBit,transPattern.callingNamePresentationBit,transPattern.callingPartyNumberType,transPattern.callingPartyNumberingPlan,transPattern.callingSearchSpaceName,transPattern.callingSearchSpaceName.@uuid,transPattern.connectedLinePresentationBit,transPattern.connectedNamePresentationBit,transPattern.dontWaitForIDTOnSubsequentHops,transPattern.isEmergencyServiceNumber,transPattern.patternPrecedence,transPattern.patternUrgency,transPattern.provideOutsideDialtone,transPattern.releaseClause,transPattern.routeClass,transPattern.routeNextHopByCgpn,transPattern.routePartitionName,transPattern.routePartitionName.@uuid,transPattern.usage,transPattern.useCallingPartyPhoneMask,transPattern.useOriginatorCss
CHANGE_ME_TRANSLATION_PATTERN,CHANGE_ME_DESCRIPTION,3148984689,ENT_TEAMS_DEVICE_PT,false,Cisco CallManager,Cisco CallManager,Default,Default,Cisco CallManager,Cisco CallManager,Route_MS_TEAMS_CSS,{1259CD4F-1527-419E-76FB-53C85F06E937},Default,Default,false,false,Default,false,false,No Error,Default,false,ENT_TEAMS_DEVICE_PT,{14477090-D60E-4BDC-CA46-BFCFD33AA983},Translation,Off,false
